Name,Fingerprint,Flags,IP,OrPort,ObservedBW,Uptime,GPS (Long/Lat),Date
Unnamed,4CBBAAC563757D4B13D664EF5F422E14423253E5,M,195.154.172.22,9001,1.256914,7581812,48.860001/2.350000,2015-07-11T00:00:00.000Z
Unnamed,9BE3CE89600DC0EE6F60C6285041F94529C11696,M,89.11.197.21,9001,0.634974,258453,59.950001/10.750000,2015-07-11T00:00:00.000Z
Unnamed,D39AE6C1EFBBBBD396D269BABDDD01A148D38A1D,ME,77.222.132.105,9001,1.770005,2376465,50.450001/30.523300,2015-07-11T00:00:00.000Z
Unnamed,8209C49891A2C8452B7A79A841549FD1E96D6506,M,104.244.155.249,9001,0.15750999999999998,570942,40.714298/-74.005997,2015-07-11T00:00:00.000Z
hwds,4ABD55F68300EAD7762A73D15531FB17A0C52997,MG,18.82.3.136,9001,3.102365,1535797,42.364601/-71.102798,2015-07-11T00:00:00.000Z
ambeydog,7D708A34C387DFA7C7DAD557FE807E9F5315F96C,M,98.110.187.150,9001,0.12178900000000001,862490,42.648899/-71.165497,2015-07-11T00:00:00.000Z
Node815,14C621E5B5CB0FAC18E3CCC8898B9190886B66CB,M,176.12.29.12,9001,1.153163,1312415,42.700001/23.333300,2015-07-11T00:00:00.000Z
docshclm,9D035C4D5FAD6C67E73F9C707A68ACB7DED060DC,M,128.199.192.230,9001,0.0,61,1.293100/103.855797,2015-07-11T00:00:00.000Z
Unnamed,5AB641FE8B05B813E998594B9EF7DA0B6A883D37,M,93.72.101.14,9001,0.313344,2,50.450001/30.523300,2015-07-11T00:00:00.000Z
dc801relay,8B8D77395A89360532243212AAEF7A4DD33CFCA0,MGE,166.70.181.109,443,21.409567,261690,40.756100/-111.883698,2015-07-11T00:00:00.000Z
cherryjam,16E85C2651A62B4C663D27A043052F7B1745A6B9,MH,217.197.91.145,443,2.0937379999999997,3191642,52.516701/13.400000,2015-07-11T00:00:00.000Z
mausMan,2DEA0BC0F7D1748394AD66DAA0E33AD085459DC7,M,81.4.101.93,9001,0.235516,577487,52.366699/4.900000,2015-07-11T00:00:00.000Z
tienshan,3C39342C018FA29E932A56355DF0BD9370001808,MH,89.18.190.107,443,0.296703,4363299,52.366699/4.900000,2015-07-11T00:00:00.000Z
fanche44,7A0FB11472D188259895594EDF1A847938AB4299,ME,109.190.200.97,9001,0.10957299999999999,721121,48.860001/2.350000,2015-07-11T00:00:00.000Z
longclawbwscan,B96B6B616CC1B9575D59A4EB77E4EFA6B5CD6FBD,M,199.254.238.52,9999,0.065331,1136857,38.000000/-97.000000,2015-07-11T00:00:00.000Z
minotor,4E1508988CB94AB8DB3C93B7C96FAD547741E9C3,MH,100.11.112.210,9001,0.73099,1465740,38.000000/-97.000000,2015-07-11T00:00:00.000Z
Jeffryxon,F82B7FBE3DBF81EBD1117983D8E3BE875420580C,MGH,144.76.40.121,10443,3.690154,2829736,51.000000/9.000000,2015-07-11T00:00:00.000Z
salchijonen,1F9D03858A8B1291D014C84476907CB3FF079487,MH,185.21.217.8,9001,0.487875,4212751,51.500000/-0.130000,2015-07-11T00:00:00.000Z
sm,D3FE96341691C7B06F80681C36E1586FB5E36AE9,M,178.8.143.197,9001,0.7455750000000001,272243,51.000000/9.000000,2015-07-11T00:00:00.000Z
dendrocyte,03B5C7B81CA56DF3CCC31FDA8032A7763B8B50B4,MH,106.186.27.209,443,0.8850629999999999,2657953,35.689999/139.690002,2015-07-11T00:00:00.000Z
KarlRanseieristTot,9614B1CDD0055315B108566483352A330E29542C,M,79.226.239.36,9001,0.400231,64843,51.000000/9.000000,2015-07-11T00:00:00.000Z
Bukake,99B3163E291E7049F60E9F5DFD9DF989EB5610FC,M,89.191.199.245,9001,0.22975700000000002,265167,51.500000/-0.130000,2015-07-11T00:00:00.000Z
CB85144F14DE88F2,BC75D1168A1B558A1266190C2E180CA17E03D53C,M,88.217.171.225,9001,0.115508,4659073,48.250000/11.650000,2015-07-11T00:00:00.000Z
justanothertorrelay,669E5034B6DE2E2C7CFBCF9EAC8D9F5A47757996,M,93.180.154.94,9001,0.9211119999999999,1879349,51.000000/9.000000,2015-07-11T00:00:00.000Z
tizzefNetwork,806021312D9E08D3C5B25DC904CE0648E1E274B4,M,88.187.186.216,9001,0.023502,98393,43.833302/7.300000,2015-07-11T00:00:00.000Z
spalter,A1CBEB61D2207A20E5EED10F59BDAE7E2BE67F1A,MGH,213.73.112.135,9001,3.9264720000000004,1522617,51.000000/9.000000,2015-07-11T00:00:00.000Z
default,B2F25E74B3B17393A2E8C594D91B4085B9515B58,M,186.22.22.188,443,0.059392,6,-34.603298/-58.381599,2015-07-11T00:00:00.000Z
jipsee,3464B70259F13F1510925A4935E12C84B4AAD83D,ME,93.115.241.2,9001,0.889374,61433,46.000000/25.000000,2015-07-11T00:00:00.000Z
Unnamed,5DF6588E5690F383F568C524D6762A23CC2D4F4E,M,68.56.35.133,9001,0.173177,6560916,26.905500/-82.033997,2015-07-11T00:00:00.000Z
RaylanGivens,AFF2224F6B8FCA664276319DCF54F12772CB3668,M,188.226.187.138,9001,0.8190170000000001,2918625,52.349998/4.916700,2015-07-11T00:00:00.000Z
torex,7ACB2A855A0E5EDAF68097AE277113B8EDA9A0BB,M,121.44.118.34,9001,0.052937,199226,-33.861500/151.205505,2015-07-11T00:00:00.000Z
startor0ca,16647F79AFDFCE1B0BF43189C83A508FB982079C,ME,167.88.37.90,443,0.792198,1325008,43.423599/-80.480003,2015-07-11T00:00:00.000Z
amb,59BA39DC41E507F7233164B31737DEE952BDBF5F,M,47.54.246.103,9001,0.61395,259370,43.642502/-79.387199,2015-07-11T00:00:00.000Z
ZzTor,6F42DD2FA584D68A75C9AB88C1D2E98C4B88182C,MGH,195.154.128.58,443,4.009269,2130364,48.860001/2.350000,2015-07-11T00:00:00.000Z
fiberrelays04,50B3F78D717A08CC60BD7973ED26549767D2A357,M,88.159.33.52,8080,3.571286,23,52.366699/4.900000,2015-07-11T00:00:00.000Z
CzokIndustries,07D597C53DCCD1CA8DDD84CEC0A679DD2ED39230,MH,85.214.108.129,443,1.672371,8249197,52.516701/13.400000,2015-07-11T00:00:00.000Z
Executor,4C015EB9E0DB224458F942C8E23E1490732467BE,ME,83.246.164.188,9070,0.923373,194224,55.750000/37.616600,2015-07-11T00:00:00.000Z
Unnamed,FCB6435D735889B2E09E2E8D5CBB3D091BA8F256,MGH,195.159.162.194,9001,6.0101890000000004,1560935,59.950001/10.750000,2015-07-11T00:00:00.000Z
nocnoqqe,28B97B0744EC778B50800D94B281DF3BA22E3F8A,M,185.34.0.188,9001,0.237843,845814,51.000000/9.000000,2015-07-11T00:00:00.000Z
Judgement,DEE5C38EE0D7093CEBEFEE138EE0514D16FC12A1,ME,94.242.57.2,9001,1.274174,640241,55.750000/37.616600,2015-07-11T00:00:00.000Z
Merlin,B438CF51194F5A59195741813855180067457BAD,M,81.228.186.2,143,0.386423,2140587,58.083302/11.816700,2015-07-11T00:00:00.000Z
davidknoll,F27B394202F81FC339660EC9DDA3AAB218393018,MH,192.99.111.11,9001,6.594055,767075,45.507801/-73.580399,2015-07-11T00:00:00.000Z
gigatux,48690541F560098AA1D5124237B99F6481697ABC,ME,109.169.23.202,9001,0.09373300000000001,273341,51.500000/-0.130000,2015-07-11T00:00:00.000Z
neutrino,57C047FBA3F2869962525B9971FFA76809FC605D,ME,76.22.122.48,9001,0.794221,259378,47.663601/-122.380402,2015-07-11T00:00:00.000Z
aanetuk,2D47F039F04EEC03EABE484CC017796A0AB48240,M,90.155.23.218,443,1.256697,2445476,53.000000/-1.133300,2015-07-11T00:00:00.000Z
sscnet01,EE24F0F5232459A0A76EC3D5CCDE1DD050AA0375,M,104.238.134.184,9001,1.186342,6858535,40.416901/-74.257896,2015-07-11T00:00:00.000Z
lifeAndLiberte,29504F3830354AB50DAA5D3DE3334C20AD632971,M,69.90.132.248,9001,0.6341829999999999,64904,40.688801/-74.020302,2015-07-11T00:00:00.000Z
mdtory,37CB5FA2E74721F288BEB44E9AB9F1454BB1DD7C,MH,134.119.36.115,9001,0.257027,2465301,51.000000/9.000000,2015-07-11T00:00:00.000Z
losangetor,7D96503937A4C0AECDDE9EFD4A464CA8B4FD1F5D,M,81.56.66.213,9001,0.0603,722374,48.823502/2.290300,2015-07-11T00:00:00.000Z
CamelBackFront,A7EF25DAB23D0443511A62071E4A5CD44EA26EB8,MH,208.84.155.205,9500,0.183258,2146468,33.751598/-84.391502,2015-07-11T00:00:00.000Z
mithlond,0500226B9BCDCE1DF0B630F732DE13778F4B3B06,MG,96.126.102.136,9001,2.897444,3577345,39.489899/-74.477303,2015-07-11T00:00:00.000Z
Actarus,C9CFE99F314BA092B29AFE1F9545EC9E06767B42,M,31.33.185.21,9001,0.07312,410659,48.849998/2.533300,2015-07-11T00:00:00.000Z
TorTrafic,DE0B642079A7DACC40660B1EAE2BEB703B560716,M,82.139.98.69,9001,0.8929279999999999,9,52.366699/4.900000,2015-07-11T00:00:00.000Z
Stegosaur,DE46A034D3EEFE281A4ED3F3727C7DF7A92AEC05,MH,200.19.151.15,1194,0.501499,1041331,-23.547701/-46.635799,2015-07-11T00:00:00.000Z
sankeyinfo,1FB278BF1F09FAAAF1CD98C46DAE9E53DD37269B,M,75.80.160.236,9001,0.05921,5264099,32.965599/-117.126999,2015-07-11T00:00:00.000Z
ZiMnEpIwO,97B867190D2A0387F3259EA65664A90884A8BDC4,MG,212.7.194.71,9001,11.006677999999999,2132543,52.366699/4.900000,2015-07-11T00:00:00.000Z
abgtor,340B3A80105BDCEA3A625F3DBBAAEC94D19EAFE7,MH,92.247.51.169,9090,1.226194,4666073,42.700001/23.333300,2015-07-11T00:00:00.000Z
Anonymous,49A1EC4E245E9E903EF1B1E0D9163A15514FD4A4,MG,104.131.165.28,9001,3.6216350000000004,2073743,40.714298/-74.005997,2015-07-11T00:00:00.000Z
Darkness,BF682DB2CDCE838786239FDB828FCA9323C74E43,M,84.7.111.152,443,0.053695,1651571,48.860001/2.350000,2015-07-11T00:00:00.000Z
TakeThePowerBack,01CE760BAF677829F7EA44F0AD572A998D49CC94,M,95.114.143.154,9001,0.059989,64844,51.000000/9.000000,2015-07-11T00:00:00.000Z
CheloTOR,F83713475E41A3DD226278EFDBDA1BC1E5585079,M,190.230.133.218,443,0.057344,87,-34.603298/-58.381699,2015-07-11T00:00:00.000Z
ivitorrrr,68A8F6716B75B777E6B180AF60ECE615BD91B93B,MGH,91.121.158.17,9001,6.728615,5055560,48.860001/2.350000,2015-07-11T00:00:00.000Z
default,E8B53FCE66CCE4E203F950AA4AF084EF0D5E5B51,M,181.61.91.11,443,0.055125999999999994,1223,4.598100/-74.075798,2015-07-11T00:00:00.000Z
Unnamed,0192067CFC14F3E3022F99D32FC39016C270AC4C,MGH,128.223.23.105,9001,3.210479,937101,44.036400/-123.054703,2015-07-11T00:00:00.000Z
Menoetius,6D8ED175B893AFB9148D7665200AD2A63151D1EA,M,42.3.157.118,560,0.32256,18544,22.283300/114.150002,2015-07-11T00:00:00.000Z
PPTOR0002,CF8F46FA59615307ADA9C92250A526E44CF43E5A,M,37.48.74.75,9001,0.683607,72041,52.349998/4.916700,2015-07-11T00:00:00.000Z
WombleNode01,5E2975B380F6E908AFB29E0D8D0B967AF73B41C2,MGH,199.195.249.221,9001,3.99113,1685857,42.886398/-78.878403,2015-07-11T00:00:00.000Z
beagledom,B5056136B9210B4DE6B2ED06269AB3000FAFEC9A,MH,192.241.233.242,443,2.064768,2130364,37.774899/-122.419403,2015-07-11T00:00:00.000Z
antani,9997EBF183750D45EA82E4DFD524E44AD770282B,M,176.12.107.30,80,0.9192469999999999,4622641,51.500000/-0.130000,2015-07-11T00:00:00.000Z
becks,E9C8154418544764619D2CCD0596B355D7DFF236,MGH,5.9.123.81,9001,44.276758,5982496,51.000000/9.000000,2015-07-11T00:00:00.000Z
Unnamed,BCFB0933367D626715DA32A147F417194A5D48D6,MGH,217.12.199.208,22,16.30881,1192001,50.450001/30.523300,2015-07-11T00:00:00.000Z
sickness,EA55B5DD5B5D115D935DD2FB22F7B65E26D9ABFF,ME,5.1.83.185,443,1.08209,64843,EC2V/51.514198,2015-07-11T00:00:00.000Z
Crows,74A55E12F6A9FD17165A356C00407F4D206E8368,M,178.62.86.206,443,9.758719999999999,61,EC2V/51.514198,2015-07-11T00:00:00.000Z
marsmellow,014EE24BCBDA160F236B2547A4639B27E303A1E7,M,83.162.205.68,9001,1.7865719999999998,2139455,52.366699/4.900000,2015-07-11T00:00:00.000Z
ccca,CCA098E690CDFD51F70B1893C7986D01E16C33C9,MEH,140.113.110.11,9001,1.6418320000000002,3720155,25.039200/121.525002,2015-07-11T00:00:00.000Z
XOHgaige,DC01B4BE0FC17DE2477E20C4CCFAD2EFDE4D8F5B,MH,151.80.128.12,443,1.4587729999999999,922032,50.694199/3.174600,2015-07-11T00:00:00.000Z
TalantTorRelay,C1F174F8BC6B858E881E464767BDAF3B25977481,MH,83.93.56.106,9001,0.767419,5030670,55.677700/12.570900,2015-07-11T00:00:00.000Z
skydiver,82B94663F141978FB2252A166A7FCFF0BA3A1701,M,93.104.209.61,443,11.103173,64843,51.000000/9.000000,2015-07-11T00:00:00.000Z
criticalcat,02CD25EC7E55BADBEFDF63BF2FAA2C8B16BD1C26,MGEH,46.182.106.190,143,11.170341,460062,52.366699/4.900000,2015-07-11T00:00:00.000Z
tau,FBFE8C02CD570CD879C2C8AF3113F14DBA6A2475,M,202.156.65.77,9001,0.608712,283960,1.293100/103.855797,2015-07-11T00:00:00.000Z
eeyore,665980F1346D92D9EF30282DBA79F70D759C4468,ME,106.185.38.151,9001,1.515186,1016196,35.689999/139.690002,2015-07-11T00:00:00.000Z
SweRaspiTor3,DCAA176F75B04287131C6D78B7CFDDAC6F2691D9,M,217.27.182.31,9001,0.5656209999999999,3589687,59.329399/18.068600,2015-07-11T00:00:00.000Z
EvilMoe,F4263275CF54A6836EE7BD527B1328836A6F06E1,MGH,37.187.102.108,5550,6.0496289999999995,4822939,48.860001/2.350000,2015-07-11T00:00:00.000Z
jolexarelay1,C8AB23CD9A75701E2941CCE785636EC6F6941F7B,M,72.14.191.143,8443,3.887928,789568,39.489899/-74.477303,2015-07-11T00:00:00.000Z
fedexfr,8F04409BCC940511A79B9158630C0FD4A38DFD3A,MG,46.226.111.164,9001,2.36925,6128805,49.750000/6.166700,2015-07-11T00:00:00.000Z
getawarrant,CC7D4ED7B96C36BC8D024220FF797D3331AEADAB,M,70.99.204.97,9001,1.431791,2786236,38.000000/-97.000000,2015-07-11T00:00:00.000Z
flimflam,EE3145B1602A61ADE921CC9C4A0EF1D302254C6C,M,96.255.93.57,9001,1.718762,259372,39.001202/-76.931702,2015-07-11T00:00:00.000Z
dsrgtor,E018C0535E14E27298C2AE18C16591D30F0A955F,M,79.136.42.190,4433,0.28688400000000003,129685,59.332600/18.064899,2015-07-11T00:00:00.000Z
Unnamed,40C746C21F379254E02546295047FB957EF7AFA8,M,84.249.68.22,9001,1.153962,2873045,60.170799/24.937500,2015-07-11T00:00:00.000Z
Unnamed,C44CC64BED927031A5B3B0A7CDF6A9E28F058B3F,MGH,104.206.193.20,443,2.5675250000000003,2421151,36.031200/-115.073898,2015-07-11T00:00:00.000Z
ehowardhunt,2646DE23430A743BD05089DC493C151C650ADFD4,MH,5.39.114.64,443,0.98588,1301862,48.860001/2.350000,2015-07-11T00:00:00.000Z
Lordara,5C45D1B16378618901650A3BFBFF2351BCD42EC2,M,77.56.56.29,31134,0.561708,6911666,47.366699/8.550000,2015-07-11T00:00:00.000Z
codenthings,32AD9BE239A42D4C1BC85DCFFEE6D1DB5D2A1119,M,98.199.116.208,9001,0.122847,517768,29.572300/-95.136002,2015-07-11T00:00:00.000Z
m0rix,237B87628E68C5E3AFA66AB4438FC7FF082954E7,M,130.180.113.150,9001,0.12290000000000001,64843,51.000000/9.000000,2015-07-11T00:00:00.000Z
UtahStateExit0,2FC06226AE152FBAB7620BB107CDEF0E70876A7B,MGEH,129.123.7.6,443,2.846336,2498806,41.641201/-111.896599,2015-07-11T00:00:00.000Z
HiThereRelay,428E9593080F0E859A127EC16F6BE499012EC3F9,M,74.121.150.24,443,2.7240230000000003,43249,42.888401/-78.876099,2015-07-11T00:00:00.000Z
savageinternet,D85D427500E47F6D1408C883FAB56AF4ED55F3EA,M,50.116.5.153,9001,1.149467,3566304,39.489899/-74.477303,2015-07-11T00:00:00.000Z
ronin,5C3378A7B038E9F76D3C1AD71EE7B2A61C063538,MEH,195.180.11.196,9001,0.127717,809357,51.000000/9.000000,2015-07-11T00:00:00.000Z
StickItToTheMan2,9069F72C15F89B35A990E3BBB408D76EE37639C6,M,46.19.142.126,9001,0.969722,5555780,47.000000/8.000000,2015-07-11T00:00:00.000Z
flapjack0811,80C156057372556A6E95FF42FAB1BAA8FF231752,M,121.122.169.13,9001,0.056537,138808,2.500000/112.500000,2015-07-11T00:00:00.000Z
Unnamed,BB94B78D15222E529DFDF7C6530835A62BB5859D,M,89.92.245.243,9001,0.6861,3417881,43.117699/5.941700,2015-07-11T00:00:00.000Z
torpidsCZwedos,FC37A7B1C264497BA01A08BF6D2C982A99D5B963,MGH,46.28.110.129,443,11.330516,2219766,50.083302/14.416700,2015-07-11T00:00:00.000Z
KagamineLenMagnet,753E3C08EC368C2B58E6AB665CFB8C4A6DA9882B,MG,188.166.95.247,443,16.029991,129686,52.349998/4.916700,2015-07-11T00:00:00.000Z
ilovelasagna,F3191E8D83CC42DBD1E04B8C6ADD4E67075794C4,M,77.56.58.244,9001,0.676706,259691,47.377998/8.523400,2015-07-11T00:00:00.000Z
tftor,AB03F44F4631AE83D3BD73F096FDD0B00CD10FED,MEH,176.9.145.194,9001,0.16636,1563735,51.000000/9.000000,2015-07-11T00:00:00.000Z
tory,4177A4EF6679DBFF63A94D0B822CBADC4CBF6CFB,MG,37.187.110.216,443,6.626728,194529,48.860001/2.350000,2015-07-11T00:00:00.000Z
torpidsUShsi,E11B6AE135B5A43244656C27ECEE0C09DE9E286B,MGH,69.64.46.27,443,4.232035,1389092,38.631199/-90.192200,2015-07-11T00:00:00.000Z
TheDudeAbides,6AE5B38EA987BB98D59BB09AA5BB47B26696872A,M,66.175.218.60,9001,1.7044780000000002,852469,39.489899/-74.477303,2015-07-11T00:00:00.000Z
314159tor,402CF7118396D736D9B63EBC14A0FCDE1FEFABEB,MH,68.42.177.218,9001,0.366778,1068025,42.206100/-83.622803,2015-07-11T00:00:00.000Z
DICK99,BC2A67AF104056E8499B16AF0720F9098A8C0975,M,5.165.18.165,9001,1.715295,353374,56.851898/60.612202,2015-07-11T00:00:00.000Z
CucumberPi,E5A78C98ABD3BFCDB941990660408B9F467484DB,M,79.102.50.189,443,0.467335,205,59.366699/17.966700,2015-07-11T00:00:00.000Z
bit,8754CED1DE434422706F90798815E0A13FE6EEE1,MH,87.100.220.69,443,0.631472,1870643,60.170799/24.937500,2015-07-11T00:00:00.000Z
TorEdu,3B635F2F85B758375E55B55491B476AE69D6CEF0,ME,200.63.47.10,9001,0.269385,7776306,7.750000/-80.233299,2015-07-11T00:00:00.000Z
Totonicapan2093,F511BB17EB9D3B7EA5B8D891DCF29BCE76B74F3A,M,83.154.131.43,9001,0.143087,786961,48.838799/2.478600,2015-07-11T00:00:00.000Z
k2onion,763EF9BB3108D16B69F0FFC2432E903D554E2B00,MG,134.130.181.212,9001,3.291477,259433,50.770802/6.105300,2015-07-11T00:00:00.000Z
froschschenkel,ABCE78075391A01901CDD737B9BAFA390F6845B9,M,5.135.184.158,9001,4.98567,44,48.860001/2.350000,2015-07-11T00:00:00.000Z
anyone9,0F55E2690DB19D24710C79D03F756F315E589E2B,MGE,167.114.114.246,9001,3.440361,63562,45.507801/-73.580399,2015-07-11T00:00:00.000Z
Unnamed,995AFA869526BA8E3B714E8BD1F455DC084832CD,MG,46.167.245.51,443,2.2419729999999998,1124681,50.196499/14.517000,2015-07-11T00:00:00.000Z
DarkGreySecurity,D429A1889125A69E4286ED8F5A7C342AB46AF993,MGH,5.196.65.52,9001,6.561142,324235,48.860001/2.350000,2015-07-11T00:00:00.000Z
default,9E8B0CD040B32BF75D34BF7E713163C8D52B130B,MH,78.198.180.205,443,0.290795,1416977,45.683300/3.250000,2015-07-11T00:00:00.000Z
NCtorpi,8C4A5C1F0A4166D49C6FD9246D72B61F6C5713B3,M,108.70.129.212,9001,0.123012,129747,35.683800/-78.663597,2015-07-11T00:00:00.000Z
ididntedittheconfig,8FEC076EE66D1C11ECDFF0D02D215458A24F30C6,ME,108.61.103.84,443,1.677402,130418,52.349998/4.916700,2015-07-11T00:00:00.000Z
splitDNA,1C90D3AEADFF3BCD079810632C8B85637924A58E,MGH,62.210.82.44,21,54.290878,2443416,48.860001/2.350000,2015-07-11T00:00:00.000Z
default,61633F5AFFCCD194364720A33A3E544FE576FC7F,M,37.24.29.183,443,0.04096,32881,51.000000/9.000000,2015-07-11T00:00:00.000Z
ThisIsAwesome,8A11BE8EBBAB4E55C6CFB796ECCEB07841186D5A,M,104.236.6.88,9001,1.150105,19931386,40.714298/-74.005997,2015-07-11T00:00:00.000Z
Cryptornite2,D1EB4F4EDA06F08BCAA0B122A32178B1385AAFA8,MEH,84.200.55.32,9001,1.1948720000000002,860017,51.000000/9.000000,2015-07-11T00:00:00.000Z
mokona,9143307AF0E7657C971BD887D432B72A376F4DD0,MH,212.180.237.81,9001,0.096248,701200,52.233299/21.016701,2015-07-11T00:00:00.000Z
2xHH,FB560406D0C210A0C613554C93F3C00CFDBED73A,MGEH,207.201.223.196,443,3.791884,18645254,38.825100/-90.728897,2015-07-11T00:00:00.000Z
PrometheusNM,F54F191D0438EAE3844910AA76AE5E6DBEA1EBD3,MH,75.173.107.182,9001,0.121449,518744,35.327499/-106.717697,2015-07-11T00:00:00.000Z
tharealMVP95,A3BBD7BF00E7A64907F43C0DCF4221AF3662D4D5,MH,37.209.33.241,9035,0.125523,1054153,51.000000/9.000000,2015-07-11T00:00:00.000Z
Unzane,2C4E15CD40EE3D2D6F062F04ADFE9B85C8C3C52B,MEH,184.105.220.24,9001,1.4151259999999999,401380,45.517101/-122.680199,2015-07-11T00:00:00.000Z
dostoevsky,775002D3DC9A0AFCC4F2FF194ED8B64A1A339AA1,M,72.197.188.229,9001,0.9492480000000001,64843,32.977501/-117.023201,2015-07-11T00:00:00.000Z
xavier,827686C840FD94AD58AB5439E0D12DEB5B2BF567,M,82.45.185.107,9001,0.126917,129709,51.266701/0.516700,2015-07-11T00:00:00.000Z
chloegaytard2,EBA842DFE11BA05894D9BB6D840B01B2DF63A597,MEH,95.215.46.49,9001,1.0176290000000001,3855575,59.329399/18.068600,2015-07-11T00:00:00.000Z
metwork,016DD78B2C3A468DDD48AF63F48D25660F93DAAC,MGH,195.154.105.57,9001,6.674991,2081137,48.860001/2.350000,2015-07-11T00:00:00.000Z
police,021915B46CD10B9227E389D4533C79BE8DF4F1EB,MH,5.104.175.169,5678,1.289835,799291,42.700001/23.333300,2015-07-11T00:00:00.000Z
freiburgTKom,5C218453D5EACE29367D631A2A20E3259BA67255,M,93.194.104.77,9001,1.2020039999999999,65153,47.599201/7.607300,2015-07-11T00:00:00.000Z
poiuty6,1F4526E4686B0695170C3BDA1395EFF8BDDAEE4D,MH,85.10.201.21,443,2.4262930000000003,468358,49.447800/11.068300,2015-07-11T00:00:00.000Z
default,F27B297E2B512CD21D1EF40F73F7EFE6929DD072,MH,172.73.50.149,13245,0.7548579999999999,1816000,38.000000/-97.000000,2015-07-11T00:00:00.000Z
calenhad,C53735C53362806AD43F71374E3833A079886B42,M,70.169.35.173,9001,0.314647,1002047,33.386101/-111.846901,2015-07-11T00:00:00.000Z
default,14B5E020CC47DDBAC7DEE0623D7D694082C0BD6D,ME,72.53.124.45,443,0.077824,69,45.412899/-75.690102,2015-07-11T00:00:00.000Z
blurgh,914FB7CC9C044C5AFDD21202FF45234A967B3C2F,MGH,82.223.11.56,9001,36.551843999999996,2485690,40.400002/-3.683300,2015-07-11T00:00:00.000Z
BlueGene,934F9506ADF549F28C4722649A47E63061FE2DC8,M,80.71.133.119,9001,0.184087,194590,55.666698/12.583300,2015-07-11T00:00:00.000Z
clever,B7BCD2D1D3A18C72A529990F43DF8798E7BA440B,M,83.227.108.157,9001,0.815412,258158,59.349998/17.916700,2015-07-11T00:00:00.000Z
tor23minus5eu,55878CCB4C98863C37BA8548EE9CB7B5699D1A02,MH,78.47.165.89,9001,1.280467,2178753,51.000000/9.000000,2015-07-11T00:00:00.000Z
ipressedplay,E5F00F9BFA270F7E7594200025AE46C9A86845F2,M,93.220.245.185,9035,0.753394,64842,49.911098/8.657300,2015-07-11T00:00:00.000Z
darkmail,338BADF00B18D017BDE860B0A5740D3E01CFD9CF,MG,213.155.24.66,443,2.59217,194590,50.450001/30.523300,2015-07-11T00:00:00.000Z
tawny,19D0F028BADD11B79DC5846C1D75497672E85511,MH,83.162.192.96,4001,0.083271,2841197,52.366699/4.900000,2015-07-11T00:00:00.000Z
oompfh,3591CEC64F40D49F7B29DC353007A5BB791DCD70,M,92.230.73.187,441,0.112744,64843,48.177601/11.517000,2015-07-11T00:00:00.000Z
AchromaticComputing,C693CF392865FCEF0225925F3AF22420881E31C9,MH,108.185.226.62,8554,1.183649,417490,34.121899/-117.325104,2015-07-11T00:00:00.000Z
CosmicRhinoceros,7552CA84FB125059DC2959A6BE01A6A8107B3523,MH,184.23.27.234,443,0.356375,1995270,37.789799/-122.245697,2015-07-11T00:00:00.000Z
Helen,D74ABE34845190E242EC74BA28B8C89B0A480D4B,MGH,195.154.127.60,443,7.11999,1588318,48.860001/2.350000,2015-07-11T00:00:00.000Z
northsomething,89A33B8CAF75FB21AC6BE7A2C0F099B837197958,M,178.19.242.82,20433,0.128108,477569,61.796101/34.349300,2015-07-11T00:00:00.000Z
Slothkrew,05ADE6B6C5998F6933EA1E8423AB20F05CD44C90,M,107.191.46.204,9001,1.077134,181615,48.934200/2.354800,2015-07-11T00:00:00.000Z
hamburgo,0D5D8D18A467FF7117241095E7E743CB5126F5E9,M,78.54.106.99,9001,0.14336000000000002,122,53.750000/9.650000,2015-07-11T00:00:00.000Z
AdkdkgUsb,BAC248785F549A66EBC4607A9AE472228D82057A,MH,5.149.254.109,14445,1.284799,2308260,52.366699/4.900000,2015-07-11T00:00:00.000Z
BurlakTor02,84C158F72C49DEDE8DD8B4102D002DE82C4F484E,ME,216.17.110.252,9001,2.964152,7,32.818298/-117.196602,2015-07-11T00:00:00.000Z
fiesta83,14A6F6E15994A64EF528F6B51BF2E42FC9A97FD8,ME,46.252.152.192,9001,0.256378,194556,42.833302/12.833300,2015-07-11T00:00:00.000Z
Nurnberg02,BEE2317AE127EB681C5AE1551C1EA0630580638A,MG,213.239.220.25,443,5.573052,2138111,49.447800/11.068300,2015-07-11T00:00:00.000Z
torrelay7771,5B6A447B49BFE6074089CA3F9EC1D87BAB45C71E,MG,96.126.127.88,443,4.090433,402507,39.489899/-74.477303,2015-07-11T00:00:00.000Z
puffy,CDAB3AE06A8C9C6BF817B3B0F1877A4B91465699,MEH,108.166.168.158,443,4.622075,389644,32.782501/-96.820702,2015-07-11T00:00:00.000Z
besixdouze,569B4D506D2855B07384AA006A930573F201B7F7,MH,128.59.18.121,443,0.34468200000000004,5271255,40.800598/-73.965302,2015-07-11T00:00:00.000Z
ragingpangolin,E6D579CD433E39353448DEDCA18F4BB67C2E45FD,MH,162.248.160.51,9001,0.134481,1473930,43.423599/-80.480003,2015-07-11T00:00:00.000Z
UniversidadGalileo,264385D20327EE124B8FF0F27C2AC0023B8C84D1,MGEH,200.9.255.32,9001,4.540198,561688,15.500000/-90.250000,2015-07-11T00:00:00.000Z
